Poblacion,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G,link,Latitud,Longitud,id_Provincia,id_Localidad,id_Partido
89,--,--,--,--,SI,--,SI,--,--,26049020.0,"-43,098070041959","-68,5596033354947",4,1241,151
602,--,--,--,--,--,SI,SI,--,SI,26049030.0,"-42,2656204565429","-69,2210978977662",4,1514,151
129,--,--,--,--,SI,SI,SI,--,--,26049040.0,"-42,7167792838299","-69,1884723935703",4,2022,151
37,--,--,--,--,SI,--,--,--,--,26049050.0,"-42,7671354457615","-68,875421794475",4,3881,151
247,--,--,--,--,SI,SI,SI,--,--,26056010.0,"-43,2341165952859","-69,7112937770404",4,79,228
317,--,--,--,--,SI,--,SI,--,--,26056020.0,"-43,5856885437306","-71,7009020245021",4,692,228
0,--,--,--,--,--,--,--,--,SI,30008100.0,"-32,0874958453901","-58,3417058444451",7,1665,100
33623,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010.0,"-34,6192974826904","-58,5065803391285",1,2298,56
9005,SI,--,--,--,--,--,SI,SI,SI,14098100.0,"-33,6230868735031","-64,5971033510391",5,1027,341
2985,SI,--,--,SI,--,SI,SI,SI,SI,14098110.0,"-32,5720684109952","-64,3929518423935",5,1349,341
165,SI,--,--,--,SI,SI,SI,SI,--,14098120.0,"-33,1868433713045","-64,7251129655857",5,1856,341
969,--,--,--,--,--,--,SI,--,SI,14098130.0,"-33,97859138783","-64,0842989461185",5,1859,341
101,--,--,--,--,--,--,--,--,--,14098140.0,"-33,2082959166527","-64,2584448995097",5,1903,341
2201,SI,--,--,SI,--,--,SI,SI,SI,14098150.0,"-33,2822486969948","-63,9758763865889",5,2038,341
126831,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010.0,"-34,5548815240237","-58,4502890947349",1,260,59
262,--,--,--,--,SI,SI,SI,--,--,26056030.0,"-43,2425977048335","-69,9302181856069",4,874,228
472,--,--,--,--,SI,SI,SI,--,--,26056040.0,"-42,7371109950872","-69,6110020875554",4,2659,228
1237,--,--,--,--,SI,--,SI,--,--,26056050.0,"-43,4935820815258","-70,8135608321009",4,3371,228
57,--,--,--,--,SI,--,--,--,--,26063010.0,"-43,2852932712541","-67,7603113819649",4,1269,281
480,--,--,--,--,SI,--,SI,--,--,26063020.0,"-43,7223979636171","-67,2869956666141",4,2109,281
67,--,SI,--,--,SI,--,SI,--,--,26070010.0,"-43,4233198653988","-69,1640923476749",4,768,293
230,--,--,--,--,SI,SI,SI,--,--,26070020.0,"-43,8711929981581","-68,4301168776514",4,2174,293
1264,--,--,--,--,SI,--,SI,--,SI,26070030.0,"-43,8663054117658","-69,0448870902309",4,2654,293
76,--,SI,--,--,--,SI,--,--,--,26077010.0,"-43,3821208618862","-65,0449325683674",4,2731,329
33222,SI,SI,SI,SI,--,SI,SI,SI,SI,6112010.0,"-35,118942299763","-60,4879147568209",0,563,44
634,--,--,--,SI,--,SI,--,SI,SI,6112020.0,"-35,3233100374631","-60,5217314911689",0,986,44
2488,SI,--,--,SI,--,SI,SI,SI,SI,6112030.0,"-34,9067979091956","-60,7597838238054",0,1548,44
400,--,SI,--,--,--,SI,SI,--,SI,6112040.0,"-34,7718230311122","-60,6916912010278",0,1731,44
38,--,--,--,--,--,--,--,--,--,6112050.0,"-35,0797272650156","-60,5928546665185",0,1919,44
4,--,--,--,--,--,--,--,--,--,6112060.0,"-35,0615246745825","-60,7060741424473",0,2487,44
1414,SI,SI,--,--,--,SI,--,--,--,6112070.0,"-35,0699378566803","-60,4084937925362",0,2390,44
127,--,--,--,--,--,SI,--,--,--,6112080.0,"-35,2375277927366","-60,6115341696178",0,2555,44
437,SI,--,--,--,--,SI,--,--,--,6112090.0,"-34,9098734445057","-60,5381681629003",0,3865,44
215,--,--,--,--,--,--,SI,--,SI,6119010.0,"-35,3615828022139","-58,1504868159157",0,113,45
226,--,--,--,--,--,--,--,SI,SI,6119015.0,"-35,3145370547125","-58,0484420796345",0,366,45
383,--,--,--,--,--,--,--,SI,SI,6119020.0,"-35,0335777783556","-58,1935382681817",0,413,45
124,--,--,--,--,--,--,--,--,--,6119030.0,"-35,1050389949725","-58,1835007859607",0,421,45
229,--,--,--,--,--,--,--,--,--,6119040.0,"-35,1030329461442","-58,2730405375653",0,448,45
234,--,--,--,--,--,--,--,SI,SI,6119045.0,"-35,1149772603157","-58,0953896541907",0,635,45
4,--,--,--,--,--,--,--,--,--,6119055.0,"-35,2139978115731","-58,2433030920635",0,867,45
0,--,--,--,--,--,--,--,--,--,30084070.0,"-31,5884913847857","-60,0648929343735",7,2817,292
106,--,--,--,--,--,SI,--,--,--,62042350.0,"-38,979186876102","-67,941976373184",15,484,174
19877,SI,SI,--,SI,--,SI,SI,SI,SI,6119050.0,"-35,1690983002919","-58,2373529446643",0,1017,45
362,--,--,--,--,--,--,SI,--,SI,6119060.0,"-35,0693655332834","-58,1656899882306",0,1637,45
2496,SI,--,--,SI,--,--,SI,SI,SI,6119070.0,"-35,2802043920968","-58,1996649431989",0,1764,45
183,--,--,--,--,--,--,SI,--,SI,6119080.0,"-35,1842584334678","-57,9479623248001",0,2558,45
15,--,--,--,--,--,--,--,SI,SI,6119085.0,"-35,1499383981993","-58,0504528667351",0,2761,45
6,--,--,--,--,--,--,--,--,--,6119090.0,"-35,2206242719966","-58,2805297949826",0,3063,45
1983,--,--,--,SI,--,SI,--,SI,SI,6126010.0,"-34,3160243688815","-58,9784574815339",0,119,68
1823,--,--,--,--,--,SI,--,SI,SI,6126020.0,"-34,2530406367633","-58,9584400368589",0,427,68
86860,SI,SI,SI,SI,SI,SI,SI,SI,SI,6126030.0,"-34,1639618118269","-58,9588741035355",0,616,68
1621,--,--,--,--,--,SI,--,SI,SI,6126035.0,"-34,2934153226239","-58,921199044246",0,780,68
261,--,SI,--,--,--,--,--,SI,SI,6126040.0,"-34,2816770641806","-58,8911906524052",0,2165,68
85315,SI,SI,SI,SI,SI,SI,SI,SI,SI,6364030.0,"-34,6079239021063","-58,950282039134",0,1560,175
421,--,--,SI,SI,--,SI,SI,--,SI,6371010.0,"-34,5673433766504","-58,5843112459936",0,447,176
19664,SI,SI,--,SI,--,--,SI,SI,SI,6371010.0,"-34,5751071711249","-58,5745828938046",0,547,176
29180,SI,SI,--,SI,SI,SI,SI,SI,SI,6371010.0,"-34,5796986848297","-58,5420144816587",0,851,176
63479,--,SI,--,--,--,--,SI,SI,SI,6371010.0,"-34,5416520781805","-58,5959093634496",0,853,176
1265,--,SI,--,--,--,--,--,SI,SI,6371010.0,"-34,5646397095177","-58,5922548425316",0,3497,176
3939,--,SI,--,SI,--,--,--,SI,SI,6371010.0,"-34,5904132636755","-58,5530430923958",0,3562,176
36272,SI,SI,SI,SI,--,SI,SI,SI,SI,6371010.0,"-34,5422846822324","-58,5583177179822",0,3563,176
8519,--,SI,--,SI,--,--,--,SI,SI,6371010.0,"-34,5905899097986","-58,5396606594168",0,3571,176
5179,--,SI,--,SI,--,--,--,SI,SI,6371010.0,"-34,5796744853293","-58,523036970803",0,3595,176
22369,--,SI,--,SI,--,--,--,SI,SI,6371010.0,"-34,5595169115142","-58,5772769308184",0,3607,176
6311,--,SI,--,SI,--,--,--,SI,SI,6371010.0,"-34,5470506011052","-58,5694391894093",0,3642,176
29982,--,SI,--,SI,--,--,--,SI,SI,6371010.0,"-34,51253320696","-58,5801478288493",0,3645,176
18828,--,SI,--,SI,--,--,--,SI,SI,6371010.0,"-34,553116323608","-58,5669976603922",0,3648,176
11866,--,SI,--,SI,--,--,--,SI,SI,6371010.0,"-34,5612567076697","-58,5553936643491",0,3649,176
6116,--,SI,--,SI,--,--,--,SI,SI,6371010.0,"-34,5433989252454","-58,5755928423118",0,3662,176
21113,--,SI,--,SI,--,SI,--,SI,SI,6371010.0,"-34,5507646909435","-58,5284854572959",0,3663,176
16376,--,SI,--,SI,--,--,--,SI,SI,6371010.0,"-34,5383846467918","-58,5491721010066",0,3664,176
16173,SI,SI,--,SI,--,SI,SI,SI,SI,6371010.0,"-34,5253711653351","-58,5802550661988",0,3674,176
1738,--,--,--,SI,--,SI,--,SI,SI,6532010.0,"-34,652429281715","-59,3523186300108",0,1597,268
191,--,--,--,--,--,SI,--,--,--,6532030.0,"-34,69896","-59,31944",0,1770,268
56116,SI,SI,SI,SI,SI,SI,SI,SI,SI,6532020.0,"-34,6521715354886","-59,4295981722689",0,2402,268
0,--,--,--,--,--,--,--,--,--,6532020.0,"-34,698955554941","-59,3194428313109",0,3409,268
112806,SI,SI,SI,SI,SI,SI,SI,SI,SI,6539010.0,"-34,7085422423529","-58,6795867252566",0,2138,269
60717,SI,SI,--,SI,--,SI,SI,SI,SI,6539010.0,"-34,7154808073462","-58,7976740413845",0,2356,269
274130,SI,SI,SI,SI,--,SI,SI,SI,SI,6539010.0,"-34,6823277014068","-58,7436432079669",0,2403,269
37628,SI,SI,SI,SI,--,SI,SI,SI,SI,6539010.0,"-34,7467959489481","-58,7060431536772",0,2756,269
42377,SI,SI,SI,SI,--,SI,SI,SI,SI,6539010.0,"-34,6698581359268","-58,697930436646",0,3071,269
603,--,--,--,SI,SI,SI,SI,SI,SI,6547010.0,"-35,2825062106661","-58,8042619084922",0,25,274
17005,SI,SI,SI,SI,--,SI,SI,SI,SI,6547020.0,"-35,4391643240479","-58,8094598355672",0,3175,274
76,--,--,--,--,--,--,--,--,SI,6547030.0,"-35,5447734044526","-58,8855911917932",0,3902,274
118,SI,--,--,SI,--,--,SI,SI,SI,6553010.0,"-38,995357691335","-61,2152015930805",0,298,276
6351,SI,--,--,SI,--,--,SI,SI,SI,6553020.0,"-38,9815065384254","-61,3005457486605",0,2452,276
45231,--,SI,SI,SI,--,SI,SI,SI,SI,6560010.0,"-34,5586595722532","-58,8163010886698",0,1080,279
27954,SI,SI,SI,SI,--,SI,SI,SI,SI,6560010.0,"-34,6073137077479","-58,859942785434",0,1480,279
38359,SI,SI,SI,SI,--,SI,SI,SI,SI,6805010.0,"-34,4869370480479","-58,6159410299812",0,1149,404
42873,--,--,--,--,--,SI,--,SI,SI,6805010.0,"-34,5035354582885","-58,6275286549289",0,1150,404
54374,SI,SI,--,SI,SI,SI,SI,SI,SI,6805010.0,"-34,4713213368481","-58,6570301927479",0,1327,404
54208,SI,SI,--,SI,SI,SI,SI,SI,SI,6805010.0,"-34,4523088119909","-58,6448936162046",0,1549,404
37016,SI,SI,--,SI,SI,--,SI,SI,SI,6805010.0,"-34,4425672031974","-58,6174364127772",0,2259,404
0,--,SI,--,SI,--,--,SI,SI,SI,6805010.0,"-34,4065916","-58,6712671",0,2520,404
243,--,--,--,SI,--,--,SI,--,--,62056020.0,"-41,7698416427745","-70,1708632216436",15,2324,442
565,--,--,--,--,SI,--,SI,--,--,62056030.0,"-41,843448611748","-70,8943932149944",15,3911,442
69,--,--,--,--,--,--,SI,--,--,62056040.0,"-41,534892227381","-69,854645970072",15,2551,442
24410,SI,SI,--,SI,--,--,SI,SI,SI,6805010.0,"-34,4563339674448","-58,6806670320976",0,2958,404
34588,SI,SI,--,SI,--,SI,SI,SI,SI,6805010.0,"-34,4097532043357","-58,6304827023614",0,2966,404
38954,SI,SI,--,SI,SI,SI,SI,SI,SI,6805010.0,"-34,4266925110065","-58,5779717541318",0,3388,404
1302,SI,SI,--,--,--,SI,SI,SI,SI,6812010.0,"-36,5208587437818","-57,3249371025508",0,1526,408
0,--,--,--,--,--,SI,--,SI,SI,6812010.0,"-36,4735206430311","-57,3384090004103",0,3764,408
203,--,--,--,--,--,--,SI,--,--,6819010.0,"-38,3352258409739","-62,6424099899733",0,798,409
1351,SI,--,--,--,--,--,SI,SI,SI,6819020.0,"-38,2028131038038","-61,7678925154653",0,3048,409
2165,--,SI,--,SI,--,--,SI,SI,SI,6819030.0,"-38,1366716139365","-61,7956860399239",0,3293,409
282,--,--,--,--,SI,--,SI,--,--,62056050.0,"-41,7167227835394","-70,4710839014636",15,3013,442
67,--,--,--,SI,--,--,--,--,--,62063005.0,"-39,041876855319","-63,9985907357656",15,379,301
2759,SI,SI,SI,--,--,SI,SI,SI,SI,6134010.0,"-34,9793768508134","-58,6749430768989",0,97,83
7165,--,--,--,--,--,SI,--,SI,SI,6134030.0,"-34,9364563092157","-58,6143957995956",0,330,83
155,--,--,--,--,--,SI,--,--,SI,6134020.0,"-35,0742486164225","-58,8632420603475",0,372,83
29974,SI,SI,SI,SI,SI,SI,SI,SI,SI,6134030.0,"-35,0527140350539","-58,7583856965375",0,749,83
330,--,--,--,--,--,SI,--,--,SI,6134040.0,"-35,3003271130454","-58,5943053657455",0,1586,83
7165,--,SI,--,SI,--,SI,--,--,--,6134050.0,"-34,9364563092157","-58,6143957995956",0,2488,83
5297,--,--,--,--,SI,SI,--,SI,SI,6134060.0,"-34,9611839371811","-58,7308918275978",0,3232,83
1282,SI,--,--,SI,--,SI,SI,SI,SI,6134070.0,"-35,1227364407356","-58,8904871463421",0,3472,83
787,SI,--,SI,--,--,SI,SI,SI,SI,6134080.0,"-34,9653526702416","-58,6504979594296",0,3525,83
13088,SI,SI,--,SI,--,SI,SI,SI,SI,6140010.0,"-34,1723674255219","-59,789349139091",0,663,72
230,--,--,--,--,--,SI,--,--,--,6140020.0,"-34,1285572110784","-59,9240058312679",0,1926,72
542,--,--,SI,--,--,--,SI,--,--,6147010.0,"-35,9189705554631","-61,5312630222769",0,517,73
18082,--,SI,--,SI,--,--,--,SI,SI,6371010.0,"-34,5474839124216","-58,5750972559389",0,3675,176
14404,--,SI,--,SI,--,--,--,SI,SI,6371010.0,"-34,5846960052521","-58,5623334028073",0,3695,176
4097,SI,SI,--,SI,--,--,SI,SI,SI,6371010.0,"-34,590146441043","-58,5234377223288",0,3707,176
25120,SI,SI,--,SI,--,SI,SI,SI,SI,6371010.0,"-34,5682131696117","-58,5245451491949",0,3711,176
13440,--,SI,--,SI,--,--,--,SI,SI,6371010.0,"-34,5551356608044","-58,5383771255925",0,3719,176
3762,--,SI,--,SI,--,--,--,SI,SI,6371010.0,"-34,5939487574993","-58,5321739553925",0,3743,176
4567,--,SI,--,SI,--,--,--,SI,SI,6371010.0,"-34,5618730613851","-58,5336624494541",0,3744,176
10018,SI,SI,--,SI,--,SI,SI,SI,SI,6371010.0,"-34,5659932905453","-58,5448069225448",0,3779,176
3654,--,SI,--,SI,--,--,--,SI,SI,6371010.0,"-34,5716953020123","-58,5491073994839",0,3822,176
1848,SI,--,--,--,--,SI,SI,--,SI,6385010.0,"-34,7472686783062","-60,9889526585307",0,270,178
26,--,--,--,--,--,--,--,--,--,6385020.0,"-34,9420471191406","-61,1595687866211",0,1886,178
39685,SI,SI,SI,SI,SI,SI,SI,SI,SI,6560010.0,"-34,6452391234366","-58,8380252692761",0,1972,279
177572,SI,SI,SI,SI,SI,SI,SI,SI,SI,6560010.0,"-34,637632238148","-58,7921362740593",0,2474,279
49553,--,SI,--,SI,SI,SI,SI,SI,SI,6560010.0,"-34,6353876829627","-58,7503180890016",0,2650,279
112511,SI,SI,SI,SI,--,SI,SI,SI,SI,6560010.0,"-34,5941439978594","-58,7557346559769",0,3449,279
107962,SI,SI,--,SI,--,SI,SI,SI,SI,6568010.0,"-34,6644131034283","-58,6456427123911",0,716,280
59312,SI,SI,SI,SI,SI,SI,SI,SI,SI,6568010.0,"-34,617707172718","-58,601533043415",0,1279,280
6473,SI,SI,--,SI,SI,--,SI,SI,SI,6819040.0,"-38,0989983131157","-62,2218091270044",0,3411,409
82,--,--,--,--,--,--,--,--,SI,6819050.0,"-38,2867749310339","-62,2073117423093",0,3440,409
52,--,SI,--,--,--,--,--,--,--,6819060.0,"-38,0568266332177","-62,0782618310425",0,3803,409
609,SI,--,--,--,--,--,SI,--,SI,6819070.0,"-38,0795765714478","-61,9311383483155",0,3819,409
4777,--,SI,--,SI,--,--,SI,SI,SI,6826040.0,"-36,2779720057322","-62,5453088654651",0,12,413
1098,--,--,--,SI,--,--,SI,SI,SI,6826010.0,"-35,8580311359835","-62,5126328995628",0,542,413
161,SI,--,--,--,--,SI,SI,--,--,6826020.0,"-36,367451804132","-62,3569660936558",0,1570,413
45,--,--,--,--,--,SI,--,--,--,6826030.0,"-36,207576751709","-62,2386894226074",0,1858,413
33442,SI,SI,SI,SI,SI,SI,SI,SI,SI,6826050.0,"-35,9746951559846","-62,7323099655579",0,3430,413
23,--,--,--,--,--,SI,--,--,--,6826060.0,"-36,4603092402658","-62,4871229040303",0,3448,413
77,--,--,--,--,--,--,--,SI,SI,6833010.0,"-38,8079580951783","-59,7382989446997",0,295,414
61,SI,--,--,--,--,--,--,--,--,38056017.0,"-24,2839395993959","-65,2818272273441",9,2173,357
39914,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010.0,"-34,6126880821742","-58,379652044818",1,2297,47
549,--,--,--,--,--,SI,--,SI,SI,14007080.0,"-31,8969643877578","-64,7751589433589",5,1885,65
141,--,--,--,--,--,SI,--,--,SI,14007090.0,"-32,0954063583092","-64,3310535546374",5,2045,65
192,--,--,--,--,--,SI,SI,--,--,14007100.0,"-32,3893612457104","-64,5185923418535",5,2051,65
2879,SI,--,--,--,SI,SI,SI,SI,SI,14007110.0,"-32,3211277679392","-64,2810080327514",5,2208,65
260,--,--,--,--,--,SI,--,--,--,14007120.0,"-31,8568223164309","-64,3779521586489",5,2226,65
1192,SI,--,--,SI,SI,SI,SI,SI,SI,14007130.0,"-31,919856077953","-64,5755037073336",5,2246,65
176076,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010.0,"-34,6168254996915","-58,443603110353",1,576,52
2185,--,--,--,SI,--,SI,SI,SI,SI,14105130.0,"-30,8926051154777","-63,2532712015227",5,1960,344
150,--,--,--,--,--,SI,--,--,--,14105140.0,"-31,0622588456023","-63,1501281830965",5,1965,344
109,--,--,--,--,--,--,SI,--,SI,14105150.0,"-31,0882555128663","-63,2418444621471",5,2073,344
134,--,--,--,--,--,--,SI,--,--,14105160.0,"-30,7594681012857","-63,2035027286926",5,2112,344
69,--,--,--,--,--,--,--,--,--,14105170.0,"-30,9074419738178","-63,532118614378",5,2339,344
114,--,--,--,--,--,--,--,--,--,14105180.0,"-30,9826026339688","-63,6017850424963",5,2461,344
9254,SI,--,--,SI,SI,SI,SI,SI,SI,14105190.0,"-31,3438538707604","-63,9457735584091",5,2465,344
2420,--,--,--,--,--,--,--,SI,SI,14105200.0,"-30,7811924488335","-63,4130494343907",5,2544,344
32502,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010.0,"-34,6364127783977","-58,5027288050931",1,3486,56
1317,SI,--,--,SI,--,SI,SI,SI,SI,14168110.0,"-30,9428574787407","-64,0884974374818",5,3305,410
8211,SI,--,--,SI,--,SI,SI,SI,SI,14168120.0,"-30,7038437425366","-64,0682991778579",5,3842,410
0,--,--,--,--,--,--,--,--,--,14175060.0,"-30,096944","-63,931111",5,766,417
48,--,--,--,--,--,--,--,--,--,14175020.0,"-30,1681571983317","-63,9295889316832",5,837,417
134,--,--,--,--,--,--,--,--,--,14175030.0,"-30,176079345889","-63,8679636143828",5,1313,417
79,--,--,--,--,--,--,--,--,--,14175040.0,"-29,7574368770199","-64,5298988550679",5,1338,417
1104,SI,--,--,--,--,--,SI,SI,SI,14175050.0,"-30,3812826841011","-63,5966635615372",5,2042,417
225970,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010.0,"-34,5738999836423","-58,4224364523189",1,2578,60
2149,--,--,--,SI,--,SI,SI,--,SI,30021060.0,"-31,9922440087904","-60,5878502274446",7,92,122
255,--,--,--,--,--,SI,SI,--,--,30021070.0,"-31,8672572611199","-60,5752901869571",7,917,122
0,--,--,--,--,--,--,--,--,--,30021127.0,"-32,1382752741","-60,4330334152",7,1048,122
19142,SI,SI,--,--,--,SI,SI,SI,SI,30021080.0,"-32,0671549441222","-60,6377365188118",7,1127,122
171,--,--,--,--,--,SI,SI,--,--,30021090.0,"-32,1133207438253","-60,2299017967384",7,1388,122
0,--,--,--,--,--,--,--,--,--,30021140.0,"-32,0602299925107","-60,4435729044204",7,1382,122
438,--,--,--,--,--,SI,SI,--,SI,30021100.0,"-31,9494541080354","-60,6779497259324",7,1518,122
514,--,--,--,--,--,SI,SI,--,SI,30021110.0,"-31,9840164487261","-60,4083912285494",7,1556,122
222218,SI,SI,--,SI,SI,SI,SI,SI,SI,34014020.0,"-26,1828223055764","-58,1733930549121",8,1464,145
916,--,--,--,--,--,SI,SI,--,SI,34014030.0,"-25,8628496341956","-58,8859915019649",8,1602,145
373,--,--,--,--,--,SI,--,--,--,34014040.0,"-26,1106357408727","-58,4884270518243",8,2358,145
1131,--,--,--,--,SI,SI,--,SI,SI,34014050.0,"-26,0345119719636","-58,0499307616902",8,2440,145
583,--,--,--,--,SI,SI,--,--,SI,34014060.0,"-26,0248676792093","-58,6500726228772",8,3121,145
3970,--,--,--,SI,SI,SI,--,SI,SI,34014070.0,"-26,2522590977589","-58,252552869015",8,3833,145
0,--,--,--,--,--,--,--,--,--,34014030.0,"-26,1828223055764","-58,1733930549121",8,3810,145
374,--,--,--,--,--,SI,--,--,--,34021010.0,"-26,7071297025561","-58,3390745827256",8,300,227
2802,SI,--,--,--,SI,SI,SI,--,SI,34021020.0,"-26,654180225538","-58,6293214756534",8,1544,227
2660,--,--,--,--,--,SI,SI,--,SI,34021030.0,"-26,4874646396691","-58,3122424597995",8,1653,227
4628,--,--,--,--,SI,SI,SI,SI,SI,34021040.0,"-26,2423010252437","-58,6300642415106",8,3109,227
1056,--,--,--,--,--,SI,--,--,SI,34021050.0,"-26,3987186827879","-58,3575600493034",8,3369,227
1290,--,--,--,--,--,SI,--,--,--,34021060.0,"-26,6211844819298","-58,6718336940894",8,3629,227
3714,--,--,SI,SI,SI,SI,SI,SI,SI,42119040.0,"-36,053677480752","-63,5632432919433",10,2892,322
120,--,--,--,--,--,--,--,SI,--,42119050.0,"-36,2573837868412","-63,4481302030919",10,2947,322
546,--,--,--,--,--,SI,SI,--,--,42119060.0,"-36,0757513459043","-63,8875837941037",10,3727,322
2014,--,SI,--,SI,SI,--,SI,--,SI,42126010.0,"-35,5928646334622","-64,5586842581366",10,607,327
52,--,--,--,--,--,--,--,--,--,42126020.0,"-35,7014889174834","-65,1025535202338",10,1704,327
1168,--,SI,--,--,SI,--,SI,--,--,42126030.0,"-35,671688678266","-64,940569826581",10,1931,327
2030,--,--,--,SI,SI,SI,SI,SI,SI,42126040.0,"-35,1462930750947","-64,5006491231723",10,2643,327
228,--,--,--,SI,--,--,SI,--,--,42126050.0,"-35,6473423932767","-64,7695280662632",10,2692,327
392,--,--,--,SI,SI,SI,SI,--,--,42126060.0,"-35,0548439319726","-64,5213693396743",10,2895,327
3322,--,--,--,SI,SI,SI,SI,--,SI,42126070.0,"-35,0661985558406","-64,683114985952",10,2932,327
279,--,SI,--,--,SI,SI,SI,--,--,42133010.0,"-35,0179130302315","-64,035117861781",10,42,330
1350,--,--,--,--,SI,SI,SI,--,--,42133020.0,"-35,3338595551664","-64,1182405361085",10,112,330
300,--,--,--,SI,--,SI,SI,--,--,42133030.0,"-35,0415558502239","-64,3847126106129",10,1101,330
4939,--,SI,SI,--,SI,SI,SI,SI,SI,50014010.0,"-35,0009124317209","-67,5161818289008",12,562,153
941,--,--,--,--,--,SI,SI,--,SI,50014020.0,"-35,1449057898791","-67,662955044003",12,687,153
29909,SI,SI,SI,SI,--,SI,SI,SI,SI,50014030.0,"-34,9804694766564","-67,7009950828176",12,1518,153
439,--,--,--,--,--,--,--,SI,SI,50014040.0,"-34,9792604557582","-67,6590893207424",12,2204,153
0,--,--,--,SI,--,--,--,SI,SI,50021010.0,"-32,9443750737376","-68,8651880637399",12,1572,181
191299,SI,SI,SI,SI,SI,SI,SI,SI,SI,50021010.0,"-32,9215283150576","-68,8549231831208",12,1589,181
0,--,--,--,SI,--,--,--,SI,SI,50021010.0,"-32,9453107154249","-68,8411734730396",12,1825,181
0,--,--,--,--,--,--,--,--,--,50021010.0,"-32,9171352448748","-68,9190971058586",12,2793,181
0,--,--,--,SI,--,--,--,SI,SI,50021010.0,"-32,9301248190877","-68,8333388830804",12,3032,181
0,--,--,--,SI,--,--,--,SI,SI,50021010.0,"-32,9085519196216","-68,8709990197701",12,3668,181
0,--,--,--,--,--,--,--,SI,SI,50021010.0,"-32,9368994348648","-68,8625261619583",12,3718,181
217,--,--,--,--,--,--,--,--,--,66056170.0,"-22,4452723425454","-63,43543212618",16,2588,184
21619,--,SI,--,SI,SI,SI,SI,SI,SI,50077040.0,"-35,4770107120892","-69,5886491865783",12,2317,259
216,--,--,--,--,--,SI,--,--,--,50084010.0,"-33,1624680014146","-68,506066911759",12,155,332
267,--,--,--,--,--,SI,--,--,SI,50084020.0,"-33,2692489302548","-68,4383631651486",12,348,332
408,--,--,--,--,--,SI,--,--,--,50084030.0,"-33,2304643070476","-68,4837256054182",12,460,332
0,--,--,--,--,--,--,--,SI,--,50084110.0,"-33,282949271283","-68,4657441362603",12,1079,332
783,--,--,--,SI,--,SI,--,--,--,50084040.0,"-33,2906467543213","-68,3475556585345",12,1268,332
802,--,--,--,--,--,SI,--,SI,SI,50084050.0,"-33,2736424903477","-68,3224073182181",12,1862,332
200,--,--,--,--,--,SI,--,--,--,50084060.0,"-33,3170659709211","-68,3343426790403",12,1894,332
1518,--,--,--,--,--,SI,--,--,--,50084070.0,"-33,2827922646265","-68,4657172961175",12,1900,332
582,--,--,--,--,--,SI,--,--,--,50084080.0,"-33,2163869013321","-68,5166268853637",12,1918,332
362,--,--,--,--,--,SI,--,--,--,50084090.0,"-33,1813162523339","-68,5759160345244",12,2263,332
1062,--,--,--,--,--,SI,SI,--,SI,50084100.0,"-33,2763607628549","-68,4008493516637",12,2189,332
1598,--,--,SI,--,--,SI,SI,SI,SI,50084110.0,"-33,1787463382932","-68,6219271508795",12,2396,332
295,--,--,--,--,--,SI,--,SI,SI,50084120.0,"-33,1753415989261","-68,4371725862256",12,2480,332
490,--,--,--,--,--,SI,SI,--,--,50084130.0,"-33,2063088772501","-68,5835152115814",12,2946,332
31038,SI,--,SI,SI,SI,SI,SI,SI,SI,50084140.0,"-33,19403215031","-68,4736188877526",12,2974,332
609,--,--,--,--,--,SI,--,--,--,50084150.0,"-33,2059806305116","-68,4335589109359",12,3226,332
6492,--,--,--,SI,--,--,SI,--,SI,54049020.0,"-26,2546761021204","-53,6472133435976",13,538,167
225,--,--,--,--,--,--,--,--,--,54049025.0,"-25,6820367479588","-54,1426092989677",13,591,167
1956,--,--,--,--,--,--,--,--,SI,54049030.0,"-26,2918653520361","-53,7575832277415",13,1155,167
191,--,--,--,--,--,--,SI,--,--,54049040.0,"-25,7724726219691","-53,8522974773477",13,1726,167
179,--,--,--,--,--,--,--,--,SI,54049043.0,"-25,926985370994","-53,9254399080528",13,2725,167
219,--,--,--,--,--,--,--,--,--,54049045.0,"-25,5880676406692","-54,0084915753095",13,2835,167
179,--,--,--,--,--,--,--,--,--,54049047.0,"-25,7862399598743","-54,038267293845",13,2840,167
3665,--,--,--,--,--,--,SI,SI,SI,54049050.0,"-26,0557838105078","-53,7339959536295",13,3070,167
5065,--,--,--,--,SI,SI,SI,--,SI,54056010.0,"-27,2908601020425","-54,2007777459323",13,1321,189
471,--,--,--,--,--,SI,--,SI,SI,54056020.0,"-26,740151400562","-54,3000439575816",13,1477,189
21068,--,--,--,SI,--,SI,SI,SI,SI,54056030.0,"-26,9953791755128","-54,4834965149084",13,3197,189
15204,SI,SI,--,SI,--,SI,SI,SI,SI,54063010.0,"-26,0232970897792","-54,6125092333468",13,1373,200
5765,SI,--,--,--,--,--,SI,SI,SI,54063020.0,"-25,9216713372731","-54,5821209872029",13,2138,200
